,level,text
1242,2 - Mid,never dad never brother never play sport dont know chang tire work cubicl surround beta male mom teachers… part gener men rais women find brotherhood contact local proud boy chapter today man among men com
1243,2 - Mid,make sure child need person opposit sex leav open find right one want
1244,2 - Mid,pbwa ha divers gay jew digi wog two bald vike fat nerd coupl stoner chef ex militari conspiraci bro straight edg boy handul famili men centr around core tenet zero violent extremist though dont need want wignat natsoc think fit thi rag tag group pro freedomist jump onto websit proudboysauclub join us beer 5we chapter except tasmania becaus fuck joint
1245,2 - Mid,gun one point right direct
1246,2 - Mid,ask whi ani parent willingli send child see man dress makeup stori read 🤷‍♂️ degeneraci round need arm guard know mostli women take kid thi shit sure even see insan
1247,2 - Mid,ssig thi sure they'd understand degener whore moron audienc danger bunch guy get togeth drink edgi meme polic realli work good popul took pledg polic consent serious thi situat happen peak wa covid freedom ralli attend excess 30000 5000 msm would downplay report injuri scuffl
1248,2 - Mid,fix 'far right extremism' govern stop authoritarian cunt media stop lie cunt simpl
1249,2 - Mid,war share fuck thi allow 2022 elect happen
1250,2 - Mid,list thing stolen women replac shini trinket grow day day
1251,2 - Mid,break islam state khurasan wilayah murtadd taliban militia member kill injur car bomb deton convoy capit kabul success allah khilafah soldier abl park deton car bomb militari convoy murtadd taliban militia khayrkhan area capit kabul kill injur number militia member destroy disabl 3 vehicl prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1252,2 - Mid,🔴 break islam state iraq wilayah north baghdad 5 murtadd rafidi mobil member kill injur two consecut bomb almashahada area northern baghdad success allah khilafah soldier deton explos devic vehicl belong murtadd rafidi mobil almashahada area disabl number crowd near place first explos mujahidin deton second devic kill leader injur 4 member prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1253,2 - Mid,🔴 break islam state sham wilayah khayr success allah khilafah soldier deton explos devic fourwheel drive vehicl belong pkk murtaddin near water station azzer villag disabl injur prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1254,2 - Mid,slamic state west africa wilayah success allah khilafah soldier attack checkpoint murtadd nigerian armi gambur town borno last sunday use machin gun led flee mujahidin took ammunit ghanimah return locat safe prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1255,2 - Mid,islam state iraq wilayah karkuk success allah khilafah soldier target barrack murtadd feder polic near rubaydh villag southern daquq yesterday use machin gun led injur member prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1256,2 - Mid,🔻▪️🔻 islam state sinai wilayah success allah khilafah soldier deton explos devic armor vehicl belong murtadd egyptian armi near jabal mu'in almaghara area central sinai 2 day ago destroy kill injur prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1257,2 - Mid,🔽🔽🔽 alazaimfound englishmedia come soon voic khurasan issue13 safar 1444 ah ☎️ contact telegram convers xmpp messeng im rocket chat download media releas
1258,2 - Mid,🔻▪️🔻 islam state sham wilayah raqqah success allah khilafah soldier target truck belong murtadd nusayri armi west attabqa airport yesterday use machin gun led disabl kill 2 personnel least injur prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1259,2 - Mid,🔻▪️🔻 islam state sham wilayah raqqah success allah khilafah soldier target vehicl belong pkk murtaddin alminakhir road eastern raqqah yesterday use machin gun led damag injur member prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1260,2 - Mid,🔻▪️🔻 islam state iraq wilayah dayala success allah khilafah soldier deton explos devic 4wheel drive vehicl belong murtadd rafidi armi albu hadhal villag western al'athim 2 day ago disabl prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1261,1 - Low,real agenda behind transgender listen watch share join➣
1262,1 - Low,onc understand thi understand everyth ☝️☝️ join➣
1263,1 - Low,compani warn sharehold danger 5g let public know
1264,2 - Mid,wlm new york still receiv submiss brave activist daili basi see take mantel forefath stand heard thi time onc xiv 📣🍁don't forget join gab 🌲📣 join wlm ny chat contact begin vet process
1265,2 - Mid,demon everywher church school even highest polit offic fallen far moral thi disgust creatur promot pedophilia guis accept toler homeschool kid call monster toler virtu man without convict 📣🍁don't forget join gab 🌲📣 join wlm ny chat contact begin vet process
1266,2 - Mid,antiwhit discrimin bank would'v ever thought
1267,2 - Mid,someon sit shade today becaus someon els plant tree long time ago like current state affair sow seed better futur children
1268,2 - Mid,origin post said white peopl ad said noth race ironi use guin advertis let' stop send anyth anyth tech foreign aid crisi support noth fuck em'
1269,2 - Mid,führer biden wa fire tonight
1270,2 - Mid,live long enough see end whatev he' start doe care
1271,2 - Mid,f ani reserv believ great replac happen well 💁🏼‍♂️>💁🏻‍♂️>💁‍♂️>💁🏽‍♂️>💁🏾‍♂️>💁🏿‍♂️
1272,2 - Mid,reason call club racist desper racist import figur whi
1273,2 - Mid,i'v lost count mani friend taken thi administr held without bond idea i'll see famili friend suffer wonder they'll next ha happen countri
1274,2 - Mid,world degeneraci mix definit trust instinct matter often forc repeat lie wont becom truth
1275,2 - Mid,cop wage slave govern told step throat prefer find anoth job moral object
1276,1 - Low,satan elit want chang natur child birth join ➣
1277,1 - Low,appl ha probabl slow kill peopl pfizer join ➣
1278,1 - Low,danger level radiat street light join ➣
1279,1 - Low,plane 911 join➣
1280,1 - Low,global warm hoax deepstat expos thought 💥🇺🇸 share join➣
1281,2 - Mid,anoth white power wednesday keyston get activ today white man get join local white live matter chapter veri least spread posit prowhit messag regular basi time get activ today join contact join chat ✅ follow us gab send activ anonym display state channel rememb state region ✅ email
1282,2 - Mid,pennsylvania never stop journey becom white want pennsylvania safe state white children grow amongst peopl free evil multicultur get activ today join contact join chat ✅ follow us gab send activ anonym rememb state region ✅ email ✅ wwwwlmpacom
1283,2 - Mid,new activist south eastern pennsylvania finish first stage vet process took initi creat print sticker follow hit commun display messag follow lead join today race need white live matter join today contact submit activ anonym rememb state area join chat follow gab find us onlin wwwwlmpacom hail victori xiv
1284,2 - Mid,pennsylvania activist place prowhit promot materi weekend time act action today victori tomorrow
1285,2 - Mid,today septemb 11th never forget innoc men woman die hand israel unbeliev corrupt govern gener thi countri ha send bravest men women die fight israel zionist world stranglehold time expos white america truth jewish foe longer let thi evil foreign interest pull string far beyond time rid thi nation puppet master
1286,2 - Mid,hunt alreadi think racist find tribe today get involv video credit
1287,2 - Mid,state thing tragic grow wors day mani peopl brainwash focu chariti explicitli exclud peopl rate antiwhit murder high cant keep track victim mani name wipe book life without media bring ani attent thi case know children made orphan thi wanton act murder contribut eas burden let know even longer parent alway peopl
1288,2 - Mid,white pride wednesday pennsylvania get someth stand peopl today product get activ get vet join contact find us wwwwlmpacom join telegram chat hail victori xiv
1289,4 - Very High,kill stand worri
1290,4 - Very High,need bring back old day could kill nigger nobodi would blink twice nigger knew shit would next
1291,3 - High,white men made civil shit skin would us live hut teepe
1292,1 - Low,accept bunch white christian countri whi let
1293,4 - Very High,think kill turn land actual econom progress countri
1294,4 - Very High,exactli race war
1295,4 - Very High,whole new holocaust
1296,4 - Very High,fuck faggot need die
1297,1 - Low,jew fuck consum good whi american think wa good idea let stay ww2 realiz whi german fuck midwit
1298,1 - Low,guess wa behind rise pornographi
1299,2 - Mid,know term nazi thrown around retard npc screech ani one normal function mind weirdli though dont go real nazi never seen antifa soytheythem run ab member tell bad peopl 🤷🏻‍♂️ howev everi day person want voic opinion vomit screen boy got courag 😂 long least 51 never nazi like everyth els control
1300,3 - High,fuck curri nigger
1301,4 - Very High,fuck indian peopl want kill
1302,2 - Mid,muslim also enemi
1303,2 - Mid,activist denmark recent conduct activ put corona crisi proper light – emphasis fact pale comparison infinit seriou biolog crisi white genocid nrm nationalsoci activ
1304,3 - High,israel reason tri extermin entir world like cockroach {now} extermin high gear forward 5t join ➣
1305,1 - Low,right let' straight white pride day us
1306,2 - Mid,structur antiwhit ha claim anoth victim russleman write recent murder norwegian woman mariann amundsen hand libyan immigr
1307,2 - Mid,celebr pass ruth bagel ginsburg
1308,1 - Low,watch glowi
1309,1 - Low,societi whose presid call polit rival ‘extremist enemi state place watch list unless swallow blue pill democraci washington repositori moral virtu elect offici claim american longer trust
1310,1 - Low,iam readi presid need blue pill need steel american real citizen life style put thi chreap jail hi sex son drug addict run around need 50year old presid biden alzheim
1311,3 - High,deport czar specif target attract nonwhit femal immigr spite bleachright 🐬 twitter castizo nation everi variat miscegen normal swarthi cumbrain mongroid promot year
1312,1 - Low,thing race mix thing replac whiteerasur
1313,1 - Low,mob war brown peopl enact innat savageri street england remind multicultur ha onli ever devic destroy cohes order western world
1314,1 - Low,fuck nigger like much fuck nigger ass love much
1315,3 - High,love monkey murder love smell dead nigger anytim day
1316,1 - Low,white children white eras countri mani white children need feel alien everywher go befor speak white erasur
1317,1 - Low,money peopl white eras america go speak antiwhit
1318,3 - High,god nigger jew burn suffer hand white men
1319,1 - Low,can't tell friend famili strangersthat kind shit
1320,1 - Low,antiwhit
1321,1 - Low,antiwhit trend made think thi meme
1322,1 - Low,plu dont mean asshol isnt telegram channel race care us aryan brother sister heil hitler
1323,1 - Low,everi western societi white peopl suffer institut discrimin interraci violenc cultur demon black asian hispan arab peopl yet ani attempt organ defens ourselv met jeer threat antiwhit
1324,1 - Low,stop give shit global pulpit say white peopl best throughout histori conquer
1325,4 - Very High,right wing death squad prepar attack
1326,1 - Low,white peopl depriv right exist violent racism
1327,1 - Low,averag age covid death unit state 78 averag life expect unit state 78 ani question 🦅
1328,1 - Low,antiwhit hate new documentari canada
1329,1 - Low,antiwhit need learn go keep expos antiwhit realis memepathogen work westernkind anymor whiteposit goingfre antiwhitenarr stand whitewellb
1330,1 - Low,antiracist code word antiwhit divers code word white genocid
1331,1 - Low,thank recommend olav possibl interest
1332,1 - Low,solemnli swear affirm support defend constitut unit state enemi foreign domest bear true faith allegi take thi oblig freeli without ani mental reserv purpos evas well faith discharg duti offic enter help god wwg1wga 🦅
1333,1 - Low,ss sergeant eddi mcbride nsmmedia director judgment visit upon jew barbar fulli deserv propheci führer made brought new world war begin come true terribl manner one must sentiment matter fight jew would destroy us it' lifeanddeath struggl aryan race jewish bacillusjoseph goebbel
1334,1 - Low,✋🏻wlm initi prowhit particip principl explicitli prowhit legal anonym activ held offlin onlin welcom decis promot legal irl activ appreci altern nondegener space offer opportun engag onlin activ road lead 14 word
1335,1 - Low,thi administr desper orchestr anoth jan6 event expect anoth fals flag event come soon
1336,2 - Mid,love white folk 🩸🩸🩸 howev inact non white simpl possibl say you'r white activ white rise fall make choic 🩸🩸🩸 tmewhitelivesmatteroffici tmewlmusawisconsinchat
1337,1 - Low,noth wrong white peopl want take care peopl matter world racism want best peopl itsoktobewhit itsokaytobewhit whitelivesmatt 14word whiteprid
1338,1 - Low,bidenhatespeech bidenisadisgrac pandem unvaccin winter death ain't black work lie dogfac ponli soldier result 81 million brainless paper ballot bidenisdividinganddestroyingamerica pedohitl
1339,1 - Low,backstab jihād mujāhidīn alli crusad lapdog head karzai puppet regim current talinato leadership murtaddīn may allāh grant khilāfah soldier abil give current talinato leadership fate
1340,2 - Mid,islam state west africa wilayah success allah khilafah soldier deton explos devic patrol murtadd nigerian armi road two town damboa maiduguri borno area last saturday kill wound sever prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1341,2 - Mid,islam state west africa wilayah success allah khilafah soldier attack checkpoint murtadd nigerian armi town borti borno area last sunday kill 2 forc rest flee prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1342,2 - Mid,slamic state west africa wilayah success allah khilafah soldier attack checkpoint murtadd nigerian armi town jakana borno area last monday kill one forc rest flee prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1343,2 - Mid,break islam state sham wilayah barakah success allah khilafah soldier deton explos devic vehicl pkk murtaddin villag gharibah ashsharqiyyah maysarah area disabl vehicl prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1344,2 - Mid,photo report islam state mozambiqu wilayah 📷 photo featur aspect khilafah soldier clash mozambican armi sadc forc villag kuento cabo delgado ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1345,2 - Mid,islam state naba 357 📕 issu 357 naba weekli newspap khami 26 safar 1444 ah
1346,2 - Mid,alazaimfoundationpres english translat audio statement offici spokesman mujahid shaykh abu umar almuhajir may allah preserv hold fast togeth rope allah divid among yourselv
1347,2 - Mid,pure coincid
1348,2 - Mid,influx member ha join reach 100 subscrib veri proud yourselv havent alreadi ensur click pin messag top screen tell everyth need know group join etc make chang local commun today contact email us join sieg heil
1349,2 - Mid,hey guy whilst you'r read telegram feed could someth caus join nswo today 6
1350,1 - Low,killing white race white children love white race okay white white privileg myth creat hate white peopl antiracist code word antiwhit race mix sin link explain thi
1351,1 - Low,🇧🇪belgium horrifi footag show moment 14yearold defenseless belgian boy brutal beaten gang thug polic say migrant gang target belgian boy antiwhit attack assert author violenc omvolk
1352,4 - Very High,indigen european time fight back let invad conquer choic
1353,1 - Low,onc destroy ingroup prefer effect destroy race sinc race longer defend genet swamp race thu antirac result total biolog erasur white attack white ingroup prefer evilracist
1354,1 - Low,race mix abomin lord jesu christ black live matter antichrist antiwhit domest terrisot organ white land con white race antiwhit black kill peopl white race mix antiwhit black equal
1355,2 - Mid,get activ post propaganda get friend anyth spread word sieg heil
1356,2 - Mid,white man march blood honour
1357,2 - Mid,adolf hitler won`t let anyon take honor us
1358,3 - High,thing bisexu deviant faggot wholl stick anywher order get exactli type degener cunt take aid faggot commun give unsuspect women
1359,2 - Mid,footag interethn conflict hindu muslim leicest thi result state enforc multicultur
1360,2 - Mid,that' good stickerpost right
1361,2 - Mid,exemplari situat conflict male femal sub saharan one' tendenc violenc lack impuls onli neutral reciproc one kind it' normal thi whi white pay toll allow divers anoth societ new normal violent nonwhit popul increas demand separ societi
1362,4 - Very High,good morn go aryan deed today aryan freedom network
1363,1 - Low,fbi agent share true stori januari 6th say wa insurrect patriot one attack call investig polit show highlight violenc polic capitol agent guandolo say mani fbi agre yet choos pension nation hi word inact make better card carri communist onli thing necessari triumph evil good men noth
1364,1 - Low,give white man hammer hell build citi give asian hammer hell make hammer give black hammer hell kill white man give jew hammer hell give black
1365,1 - Low,power swastika wa creat wa creat great peopl held world wisdom insight wa come ha creat fear wise wick ignor see evil stand today awaken one chanc select order brave advanc spiritu held torch befor hold torch today evil alway fear good
1366,1 - Low,aryan freedom network httpswwwaryanfreedomcom
1367,3 - High,>black dumb neighborhood keep white area >black cant live bring white suburb >black societi onli thrive white area >poc better live white
1368,3 - High,it'll start nigger tongu anu
1369,1 - Low,never let lie open eye stay awak veri import join
1370,4 - Very High,stand togeth thi modern degener world 🗡🌿💪🏻
1371,1 - Low,good fighter fighter necessarili fanat end onli fanat count born thi time must brave follow path destin end way duti hold lost posit without hope without rescu like roman soldier whose bone found front door pompeii dure erupt vesuviu die hi post becaus forgot reliev great mean thoroughbr honor end one thing taken man spengler
1372,1 - Low,i'm az stand know need stop invas
1373,1 - Low,thank brother local struggl world wide
1374,2 - Mid,brother arizona product day work spar commun servic build kinship hot arizona sun day left everyon tire connect slightli readi fight ahead us want get involv contact us tmearizonaactionclub tmeazactionchat
1375,2 - Mid,way white man antiwhit apartheid us us vicepresid kamala harri ask hurrican ian' damag us southern state person properti belong local popul said biden administr give hurrican resourc base equiti direct fund onli commun color primarili
1376,4 - Very High,anyon subscrib thi channel hear thi 95 need get fenc 1 full fed matter safe legal know trust peopl it' hard fake bond share 2 activ activ sakeno it' train activ club fish hike etc 3 excus world know kid good job got relationship blah fuck blah shut live onli 1 white race 👌🏻 simpli join chat that' tmewlmusawisconsinchat whi stand peopl darkest hour tmewhitelivesmatteroffici veri least read manual creat sticker base submit anonym caption someth
1377,2 - Mid,struggl compar secur futur white children honor us fight thi import battl histori race stop anyth short total victori 17th septemb 15th octob worldwid first step begin awaken anoth prowhit duti get act work enough post onlin enough noth ever enough thi war must look infin solut one problem start anonym legal peac appli
1378,4 - Very High,wlm checklist help take immedi step take real life action better white peopl white children manual 👉🏻 video 👉🏻 podcast 👉🏻 book 👉🏻 local channel 👉🏻 navig 👉🏻 stop lurk start act
1379,1 - Low,forev wlm obvious recent unless talk age chat probabl anywher 12 ish mayb like 60 becaus old folk hardli know use telegramsoci media lot younger high schooler earli 20 wake becaus bullshit forc fed school system nice see young white men pride race
1380,1 - Low,911 part 2 compress
1381,2 - Mid,furatmedia video messag infidel west shawwal 1443 ah
1382,2 - Mid,activist embrac struggl ac nj wlm took street philadelphia embrac struggl ac
1383,1 - Low,> truth isreality777 communist stupid realli think nigger go kill rape becaus say racist fool > fod wa stori read year back white chick went afghanistan someth prove peopl werent anim rape kill
1384,2 - Mid,warn ⚠️ antifa send dm ask send text ani circumst ever respond use known pa activist account name attempt clone account repli scumbag expect dox
1385,4 - Very High,> wlmusapennsylvaniachat must revolt thi zog > truth isreality777 definit
1386,1 - Low,gleeful screech antiwhit pictur replacementmigr stop whitegenocid
1387,1 - Low,antiwhit ruin tv 📺
1388,1 - Low,antiwhit nutshel
1389,1 - Low,racial cracker slander antiwhit
1390,1 - Low,ever left peac
1391,1 - Low,actual wish thi fake thi racist hell
1392,4 - Very High,train dog attack nigger sight plan adopt dog someth big probabl mutt mayb pitbul basic want teach dog attack nigger sight actual use case someon break nigger chimp nearbi whatnot go know possibl becaus olden day dog kill nigger sight think call coonhunt someth
1393,4 - Very High,wa attack nigger yesterday kind gun get kill nigger
1394,4 - Very High,im tire fuck nigger spic kike chink gook etc
1395,3 - High,damn right know it' true hook nose kike use nigger scourg destroy america kike driven america one day hitler realiz countri becam better kike got driven realiz one day drive scum
1396,3 - High,guess sub yea like kike get fuck hitler prove make strong countri need kike nigger love fuck user name see mention faggot
1397,1 - Low,media kike push race mix keep children safe thi insidi mind pollut
1398,1 - Low,five worst peopl world accord incel
1399,1 - Low,fuck hate kike
1400,1 - Low,whi can't hate nigger whi can't hate kike whi can't hate bitch
1401,1 - Low,immigr exist fascist thi liter white genocid
1402,3 - High,silli immigr human
1403,1 - Low,endgam gun control white genocid
1404,1 - Low,divers white genocid
1405,2 - Mid,patriotfront activist train southern california
1406,2 - Mid,local leaflet lead local action previou unknown made contact via email say hed like help regard broken bu stop council transport provid fail clean follow breakag friday put contact activist nearest thi morn made short work make area safe everi area would benefit team local pa activist believ action word council servic fail privat compani ignor itll becom ever import reli next make sure theyr peopl
1407,1 - Low,fight jew sake aqidah fight sake land fight kuffar becaus kuffar becaus occupi land home taken without ani due right
1408,2 - Mid,islam state sinai wilayah success allah khilafah soldier deton explos devic patrol murtadd mossad militia wa conduct comb oper near salim roundabout citi rafah last sunday wound least two prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊 ▪️◽️◾️◽️
1409,2 - Mid,easternupdatesbot
1410,1 - Low,best job somebodi hate nigger
1411,1 - Low,senior nigger extermin
1412,1 - Low,job requir degre compet nigger cannot enter usual divers mean first thought wa pilot exampl even though saw articl washington post nyt coupl sheboon cockpit way promot inclus sinc mani nigger pilot
1413,4 - Very High,get unicef shit sabotag food shipment
1414,4 - Very High,hate nigger much it' unreal you'r nigger you'r read thi hope know much everi race world hate deep time come nigger soon societi collaps govern cant protect anymor well hang tree like ornament
1415,1 - Low,mani nigger like everywher hard happi
1416,1 - Low,zog agenda genocid white race watch full documentari here👇
1417,1 - Low,alazaim foundat media product present 📙 magazin voic khurasan issu 14 hq 24
1418,2 - Mid,massachusett 131 lad train fall river
1419,2 - Mid,nsc 131 banner drop fitchburg massachusett
1420,2 - Mid,practic tip build nationalist club > lock opsec delet delet imag refer onlin > pick group area oper logo dress code name etc > start sticker tag workout squad pic work way banner drop demonstr confront etc > strong social media presenc peopl need abl contact see work order join > deleg propaganda product someon capabl take pride imag reput > network group outlet local abroad help spread messag > recruit encrypt email email interest contact directli telegram signal vet call hold multipl meetup befor admit > take relev issu local current develop best attack > repeat organ quick easi right dont quit coward never give
1421,2 - Mid,nsc 131 demonstr respons kill white woman hand illeg immigr nashua new hampshir tmecrew131guy odyseecom gabcomnewengland131 com justic juli
1422,4 - Very High,antifaadjac busi new hampshir spread doxx alleg nsc 131 member onlin busi also organ ralli nationalist sentiment new england mani post speak desir punch nazi spread thinlyveil anarchist sentiment region busi profit leav review broken spoon franklin nh nommun bakeri cake vegan bakeri dover nh
1423,2 - Mid,unfortun live degener age must take pictur action like paint proper pictur struggl love peopl veri fullest authent extent word uncondit organ defend peopl interest serv need dismantl wish see continu state despair profit resent
1424,2 - Mid,video jare taylor explain border state forc sanctuari citi show brazenli hypocrit fed stop invas across southern border peopl
1425,2 - Mid,thi fbi document confidenti human sourc undercov inform infiltr kansa citi proud boy wa present elect justic protest januari 6th clearli state proud boy involv inspir break barrier capitol fbi know thi chose prosecut anyway men jail 19 month trial full transpar post access document text messag
1426,2 - Mid,ukrainian militari unit liter nazi american media want hide thi much 54 billion us aid went right nazi hand someon read thi right entir year tax bill go directli arm nazi good guy thi war side terribl thi two former soviet state wrought corrupt kill fight
1427,1 - Low,kuffar care live muslim unless they'r tri adopt western valu
1428,1 - Low,thi hazara shia mother lost two young son today' bomb educ center dasht e barchi area west kabul imagin grief hashtag thi coloss tragedi outrag condemn coz perpetr western proxi
1429,1 - Low,franc bad becaus it' militantli atheist state also becaus it' breed ground schizophren psuedo academia tashayyu iykyk lol
1430,1 - Low,burn hijab sign kuffar stop support
1431,1 - Low,repeat islam doe promot accept homosexu sin noth say chang tri distort ayaat hadith prove thi islam perfect religion stop sell religion pleas kuffar
1432,1 - Low,white peopl onli 9 world' popul race alarm readi anyth protect white race stop white genocid
1433,1 - Low,one minut antiwhit say divers strenght next minut say it' reveng white thing everi race ha done whitegenocid
1434,1 - Low,studi suggest institut antiwhit ha caus white love race much race love
1435,1 - Low,whitegenocid
1436,1 - Low,anti white like
1437,1 - Low,anti white like
1438,2 - Mid,white live matter patriot altern
1439,2 - Mid,group pa activist went hike beauti dollar glen ochil hill stop way admir perform banner drop front ruin castl campbel 15th centuri stronghold clan campbel commun outing heart pa doe form strong bond fellow nationalist countrymen join send us email orguk
1440,4 - Very High,joe biden hi secret cabal judaic appointe crucial strateg posit govern need impeach treason covert coup d'etat polit religionist
1441,1 - Low,secret present cia bill gate talk differ part brain control drug vaccin bqqm incom join
1442,3 - High,remind even anim civil nigger
1443,1 - Low,jewish run american mainstream media logic tri convinc us wa russia fuck pipelin
1444,1 - Low,cours reward fbi blm serv antiwhit boss
1445,1 - Low,exactli doe turn nation third world countri help econom growth answer lie thi destroy everi singl white countri preserv israel
1446,3 - High,black scottish stori tell 5 year ago son histori talk go back apeland
1447,1 - Low,wake it' jew
1448,3 - High,even mother earth ha got enough ape 🕳🦍
1449,3 - High,pleas stay away black ape femal ape aggress monkey genom aswel touch monkey bloodlin never allow behav like real human
1450,1 - Low,peopl wake realiz good guy
1451,1 - Low,evil jew behind globohomo marxist degener revolut
1452,1 - Low,i'm proud racist
1453,1 - Low,us militari need come back control american control jew
1454,1 - Low,great replac glasgow
1455,1 - Low,aryan freedom network
1456,1 - Low,𝑵𝒂𝒕𝒊𝒐𝒏𝒂𝒍 𝑺𝒐𝒄𝒊𝒂𝒍𝒊𝒔𝒕 𝑨𝒓𝒄𝒉𝒊𝒗𝒆 time see wa onli tri protect one love
1457,1 - Low,central bank one object control join ➣
1458,1 - Low,toxin water soil…
1459,1 - Low,shot dark 2020 documentari murder vaccin worldwid vaccin sinc invent kill human cure join
1460,1 - Low,imag post
1461,1 - Low,'
1462,1 - Low,fuck fed tri take us
1463,2 - Mid,mani heard recent terrorist attack white peopl black gang member say want kill white peopl succed murder 4 includ child injur 3 organ join group rememb admin
1464,1 - Low,wlm view 1 defiant mandatori watch
1465,1 - Low,wake white peopl media hate want gone
1466,1 - Low,judeoamerican western democrat liber valu system victimis white peopl mere exist
1467,1 - Low,🇺🇸🌀📹— antiwhit apartheid us us vicepresid kamala harri ask hurrican ian' damag us southern state person properti belong local popul said biden administr give hurrican resourc base equiti direct fund onli commun color primarili
1468,1 - Low,indigen peopl europ accord canadian resourc indigen nowher welcom nowher noth antiwhit weapon term indigen purpos exclud disinherit us
1469,1 - Low,antiwhit say white indigen nowher order justifi white genocid
1470,1 - Low,>we'r still >that mean lost >if they'r hellbent kill us choic fight back >greatreplac
1471,1 - Low,flyernacht 30000 wlmeuropa flyer drop multipl state us biggest coordin flyer drop long time might well say 6 million flyer huh haha excel work brother
1472,1 - Low,lose jew goal striven concertedli three thousand year last within reach safe promis race soon take right place world everi jew king everi gentil slave — rabbi emmanuel rabbinovich speech deliv special confer european rabbi budapest januari 12 195
1473,1 - Low,kill leader cannot kill faith jihad allah alhamdulillah noth love gratitud shahe ghazi sayi hussein alhouthi ra allah throne zionism burn
1474,3 - High,parasit
1475,1 - Low,> el capitán jew truli god' chosen one whi moment control world' social polit power everyth becom nightmarish dystopian > thedoom gamer onli everyon wa awar histori jew evil actual done away befor could genocid million like done past would wipe good centuri ago
1476,1 - Low,🇺🇸 last battl countri subvert leader traitor race face genocid children abus
1477,3 - High,> rise eagl they'r chosen one whi god make ugli whi god give talent white race 🤔 > el capitán jew truli god' chosen one whi moment control world' social polit power everyth becom nightmarish dystopian
1478,1 - Low,rememb nazi zombi nation socialist never lost can't kill natur that' whi they'r afraid
1479,1 - Low,> 𝐺𝑟𝑎𝑦 𝑤𝑜𝑙𝑓 🖼 enemi sooner realis thi better enemi sooner realis thi better > inmanu ye sick white race lot dross thi age even biolog white howev white aryan spirit said bolshivisedjewdifi aryan seed mani may cultiv world crucibl set ablaz trial advers let dross burn let gold come light
1480,1 - Low,happen normi find onli proven method get rid tranni groomer school
1481,1 - Low,normi never wake
1482,2 - Mid,karlstad sweden
1483,2 - Mid,islam state central africa wilayah success allah khilafah soldier attack christian town maywanu mambasakomanda road ituri area yesterday kill militiaman loyal congoles armi seiz hi weapon ghanimah meanwhil congoles armi personnel fled barrack befor mujahidin burn barrack likewis mujahidin burn sever shop hous christian vehicl forc rest flee prais due allah ◾️telegram contact link halummu media 🔉✉️ ▪️ tamtam ◾️rocket chat contact @ halummuadmin 🔊
1484,2 - Mid,wlm group it' initi it' model guidelin maxim reach effect pro white messag it' opportun gather white advoc sake reach folk christian heathen nation socialist thi love 14 word symbol leav organ grow one day month come togeth guidelin promot 14 forc world focu noth els messag genooncid focus us onc month white advoc everi group come togeth rise thi illinoi messag understood tri activist manual watch defiant direct illinoi state page wwwwlmilnet direct offici temporari wwwwlmilcom
1485,2 - Mid,coordin effort 3500 flyer ohio 30k across countri one night back silenc know truth duti spread join effort today come chat ask vete
1486,2 - Mid,octob 1st 🩸🩸🩸 month plan paid multipl state across thi proud countri came togeth 🩸🩸🩸 white uniti everi opportun replac us flyernacht 2022 tmewhitelivesmatteroffici tmewlmusawisconsinchat
1487,1 - Low,think meet 100th anniversari beer hall putsch next year germani peopl around world novemb 8th 2023 perhap hang bavaria afterward would spectacl world see think it' duti go
1488,4 - Very High,aryan australian ha alway embrac struggl ancestor came barren inhospiti contin persist hard work transform landscap product bounti civilis despit thi victori new struggl ha emerg tyrann rapati govern aryan mindset requir overcom thi challeng south australian men demonstr abil long haul onli respons hard work uniti persist lead victori blood honour
